지점,지점명,일시,기온(°C)
108,서울,2018-08-08 00:01,29.1
108,서울,2018-08-08 00:02,29.1
108,서울,2018-08-08 00:03,29.1
108,서울,2018-08-08 00:04,29
108,서울,2018-08-08 00:05,29
108,서울,2018-08-08 00:06,29
108,서울,2018-08-08 00:07,29
108,서울,2018-08-08 00:08,29
108,서울,2018-08-08 00:09,29
108,서울,2018-08-08 00:10,29
108,서울,2018-08-08 00:11,29
108,서울,2018-08-08 00:12,29
108,서울,2018-08-08 00:13,29
108,서울,2018-08-08 00:14,29
108,서울,2018-08-08 00:15,29
108,서울,2018-08-08 00:16,28.9
108,서울,2018-08-08 00:17,28.9
108,서울,2018-08-08 00:18,28.9
108,서울,2018-08-08 00:19,28.9
108,서울,2018-08-08 00:20,28.9
108,서울,2018-08-08 00:21,28.8
108,서울,2018-08-08 00:22,28.8
108,서울,2018-08-08 00:23,28.8
108,서울,2018-08-08 00:24,28.8
108,서울,2018-08-08 00:25,28.8
108,서울,2018-08-08 00:26,28.8
108,서울,2018-08-08 00:27,28.8
108,서울,2018-08-08 00:28,28.8
108,서울,2018-08-08 00:29,28.7
108,서울,2018-08-08 00:30,28.7
108,서울,2018-08-08 00:31,28.7
108,서울,2018-08-08 00:32,28.7
108,서울,2018-08-08 00:33,28.7
108,서울,2018-08-08 00:34,28.7
108,서울,2018-08-08 00:35,28.7
108,서울,2018-08-08 00:36,28.7
108,서울,2018-08-08 00:37,28.7
108,서울,2018-08-08 00:38,28.6
108,서울,2018-08-08 00:39,28.6
108,서울,2018-08-08 00:40,28.6
108,서울,2018-08-08 00:41,28.6
108,서울,2018-08-08 00:42,28.6
108,서울,2018-08-08 00:43,28.6
108,서울,2018-08-08 00:44,28.6
108,서울,2018-08-08 00:45,28.6
108,서울,2018-08-08 00:46,28.6
108,서울,2018-08-08 00:47,28.6
108,서울,2018-08-08 00:48,28.6
108,서울,2018-08-08 00:49,28.6
108,서울,2018-08-08 00:50,28.6
108,서울,2018-08-08 00:51,28.6
108,서울,2018-08-08 00:52,28.6
108,서울,2018-08-08 00:53,28.6
108,서울,2018-08-08 00:54,28.6
108,서울,2018-08-08 00:55,28.6
108,서울,2018-08-08 00:56,28.6
108,서울,2018-08-08 00:57,28.6
108,서울,2018-08-08 00:58,28.6
108,서울,2018-08-08 00:59,28.6
108,서울,2018-08-08 01:00,28.5
108,서울,2018-08-08 01:01,28.5
108,서울,2018-08-08 01:02,28.5
108,서울,2018-08-08 01:03,28.5
108,서울,2018-08-08 01:04,28.5
108,서울,2018-08-08 01:05,28.5
108,서울,2018-08-08 01:06,28.5
108,서울,2018-08-08 01:07,28.5
108,서울,2018-08-08 01:08,28.5
108,서울,2018-08-08 01:09,28.4
108,서울,2018-08-08 01:10,28.4
108,서울,2018-08-08 01:11,28.4
108,서울,2018-08-08 01:12,28.4
108,서울,2018-08-08 01:13,28.4
108,서울,2018-08-08 01:14,28.4
108,서울,2018-08-08 01:15,28.4
108,서울,2018-08-08 01:16,28.4
108,서울,2018-08-08 01:17,28.4
108,서울,2018-08-08 01:18,28.4
108,서울,2018-08-08 01:19,28.4
108,서울,2018-08-08 01:20,28.4
108,서울,2018-08-08 01:21,28.4
108,서울,2018-08-08 01:22,28.4
108,서울,2018-08-08 01:23,28.4
108,서울,2018-08-08 01:24,28.3
108,서울,2018-08-08 01:25,28.3
108,서울,2018-08-08 01:26,28.3
108,서울,2018-08-08 01:27,28.3
108,서울,2018-08-08 01:28,28.3
108,서울,2018-08-08 01:29,28.3
108,서울,2018-08-08 01:30,28.3
108,서울,2018-08-08 01:31,28.3
108,서울,2018-08-08 01:32,28.3
108,서울,2018-08-08 01:33,28.3
108,서울,2018-08-08 01:34,28.3
108,서울,2018-08-08 01:35,28.3
108,서울,2018-08-08 01:36,28.3
108,서울,2018-08-08 01:37,28.3
108,서울,2018-08-08 01:38,28.3
108,서울,2018-08-08 01:39,28.3
