지점,지점명,일시,기온(°C)
108,서울,2018-08-24 00:01,25.7
108,서울,2018-08-24 00:02,25.7
108,서울,2018-08-24 00:03,25.7
108,서울,2018-08-24 00:04,25.7
108,서울,2018-08-24 00:05,25.7
108,서울,2018-08-24 00:06,25.7
108,서울,2018-08-24 00:07,25.7
108,서울,2018-08-24 00:08,25.7
108,서울,2018-08-24 00:09,25.7
108,서울,2018-08-24 00:10,25.7
108,서울,2018-08-24 00:11,25.7
108,서울,2018-08-24 00:12,25.7
108,서울,2018-08-24 00:13,25.7
108,서울,2018-08-24 00:14,25.7
108,서울,2018-08-24 00:15,25.7
108,서울,2018-08-24 00:16,25.7
108,서울,2018-08-24 00:17,25.7
108,서울,2018-08-24 00:18,25.7
108,서울,2018-08-24 00:19,25.7
108,서울,2018-08-24 00:20,25.7
108,서울,2018-08-24 00:21,25.7
108,서울,2018-08-24 00:22,25.7
108,서울,2018-08-24 00:23,25.7
108,서울,2018-08-24 00:24,25.7
108,서울,2018-08-24 00:25,25.7
108,서울,2018-08-24 00:26,25.7
108,서울,2018-08-24 00:27,25.7
108,서울,2018-08-24 00:28,25.7
108,서울,2018-08-24 00:29,25.7
108,서울,2018-08-24 00:30,25.7
108,서울,2018-08-24 00:31,25.7
108,서울,2018-08-24 00:32,25.7
108,서울,2018-08-24 00:33,25.7
108,서울,2018-08-24 00:34,25.7
108,서울,2018-08-24 00:35,25.7
108,서울,2018-08-24 00:36,25.7
108,서울,2018-08-24 00:37,25.7
108,서울,2018-08-24 00:38,25.7
108,서울,2018-08-24 00:39,25.7
108,서울,2018-08-24 00:40,25.7
108,서울,2018-08-24 00:41,25.7
108,서울,2018-08-24 00:42,25.7
108,서울,2018-08-24 00:43,25.7
108,서울,2018-08-24 00:44,25.7
108,서울,2018-08-24 00:45,25.7
108,서울,2018-08-24 00:46,25.7
108,서울,2018-08-24 00:47,25.7
108,서울,2018-08-24 00:48,25.7
108,서울,2018-08-24 00:49,25.7
108,서울,2018-08-24 00:50,25.7
108,서울,2018-08-24 00:51,25.7
108,서울,2018-08-24 00:52,25.7
108,서울,2018-08-24 00:53,25.7
108,서울,2018-08-24 00:54,25.7
108,서울,2018-08-24 00:55,25.7
108,서울,2018-08-24 00:56,25.7
108,서울,2018-08-24 00:57,25.7
108,서울,2018-08-24 00:58,25.7
108,서울,2018-08-24 00:59,25.7
108,서울,2018-08-24 01:00,25.7
108,서울,2018-08-24 01:01,25.7
108,서울,2018-08-24 01:02,25.7
108,서울,2018-08-24 01:03,25.7
108,서울,2018-08-24 01:04,25.7
108,서울,2018-08-24 01:05,25.7
108,서울,2018-08-24 01:06,25.7
108,서울,2018-08-24 01:07,25.7
108,서울,2018-08-24 01:08,25.7
108,서울,2018-08-24 01:09,25.7
108,서울,2018-08-24 01:10,25.7
108,서울,2018-08-24 01:11,25.7
108,서울,2018-08-24 01:12,25.7
108,서울,2018-08-24 01:13,25.7
108,서울,2018-08-24 01:14,25.7
108,서울,2018-08-24 01:15,25.7
108,서울,2018-08-24 01:16,25.7
108,서울,2018-08-24 01:17,25.7
108,서울,2018-08-24 01:18,25.8
108,서울,2018-08-24 01:19,25.8
108,서울,2018-08-24 01:20,25.8
108,서울,2018-08-24 01:21,25.8
108,서울,2018-08-24 01:22,25.8
108,서울,2018-08-24 01:23,25.8
108,서울,2018-08-24 01:24,25.8
108,서울,2018-08-24 01:25,25.8
108,서울,2018-08-24 01:26,25.8
108,서울,2018-08-24 01:27,25.8
108,서울,2018-08-24 01:28,25.8
108,서울,2018-08-24 01:29,25.8
108,서울,2018-08-24 01:30,25.8
108,서울,2018-08-24 01:31,25.8
108,서울,2018-08-24 01:32,25.8
108,서울,2018-08-24 01:33,25.8
108,서울,2018-08-24 01:34,25.8
108,서울,2018-08-24 01:35,25.8
108,서울,2018-08-24 01:36,25.8
108,서울,2018-08-24 01:37,25.8
108,서울,2018-08-24 01:38,25.8
108,서울,2018-08-24 01:39,25.8
108,서울,2018-08-24 01:40,25.7
108,서울,2018-08-24 01:41,25.7
108,서울,2018-08-24 01:42,25.7
108,서울,2018-08-24 01:43,25.7
108,서울,2018-08-24 01:44,25.7
108,서울,2018-08-24 01:45,25.7
108,서울,2018-08-24 01:46,25.7
108,서울,2018-08-24 01:47,25.6
108,서울,2018-08-24 01:48,25.6
108,서울,2018-08-24 01:49,25.6
108,서울,2018-08-24 01:50,25.6
108,서울,2018-08-24 01:51,25.5
108,서울,2018-08-24 01:52,25.5
108,서울,2018-08-24 01:53,25.5
108,서울,2018-08-24 01:54,25.5
108,서울,2018-08-24 01:55,25.4
108,서울,2018-08-24 01:56,25.4
108,서울,2018-08-24 01:57,25.4
108,서울,2018-08-24 01:58,25.4
108,서울,2018-08-24 01:59,25.4
108,서울,2018-08-24 02:00,25.4
108,서울,2018-08-24 02:01,25.4
108,서울,2018-08-24 02:02,25.4
108,서울,2018-08-24 02:03,25.3
108,서울,2018-08-24 02:04,25.3
108,서울,2018-08-24 02:05,25.3
108,서울,2018-08-24 02:06,25.3
108,서울,2018-08-24 02:07,25.3
108,서울,2018-08-24 02:08,25.3
108,서울,2018-08-24 02:09,25.3
108,서울,2018-08-24 02:10,25.3
108,서울,2018-08-24 02:11,25.3
108,서울,2018-08-24 02:12,25.3
108,서울,2018-08-24 02:13,25.3
108,서울,2018-08-24 02:14,25.3
108,서울,2018-08-24 02:15,25.3
108,서울,2018-08-24 02:16,25.3
108,서울,2018-08-24 02:17,25.3
108,서울,2018-08-24 02:18,25.3
108,서울,2018-08-24 02:19,25.2
108,서울,2018-08-24 02:20,25.2
108,서울,2018-08-24 02:21,25.2
108,서울,2018-08-24 02:22,25.2
108,서울,2018-08-24 02:23,25.2
108,서울,2018-08-24 02:24,25.2
108,서울,2018-08-24 02:25,25.2
108,서울,2018-08-24 02:26,25.2
108,서울,2018-08-24 02:27,25.2
108,서울,2018-08-24 02:28,25.2
108,서울,2018-08-24 02:29,25.1
108,서울,2018-08-24 02:30,25.1
108,서울,2018-08-24 02:31,25.1
108,서울,2018-08-24 02:32,25.1
108,서울,2018-08-24 02:33,25.1
108,서울,2018-08-24 02:34,25.1
108,서울,2018-08-24 02:35,25.1
108,서울,2018-08-24 02:36,25.1
108,서울,2018-08-24 02:37,25.1
108,서울,2018-08-24 02:38,25.1
108,서울,2018-08-24 02:39,25
108,서울,2018-08-24 02:40,25.1
108,서울,2018-08-24 02:41,25
108,서울,2018-08-24 02:42,25
108,서울,2018-08-24 02:43,25
108,서울,2018-08-24 02:44,25
108,서울,2018-08-24 02:45,25
108,서울,2018-08-24 02:46,25
108,서울,2018-08-24 02:47,24.9
108,서울,2018-08-24 02:48,24.9
108,서울,2018-08-24 02:49,24.9
108,서울,2018-08-24 02:50,24.9
108,서울,2018-08-24 02:51,24.9
108,서울,2018-08-24 02:52,24.8
108,서울,2018-08-24 02:53,24.8
108,서울,2018-08-24 02:54,24.8
108,서울,2018-08-24 02:55,24.8
108,서울,2018-08-24 02:56,24.8
108,서울,2018-08-24 02:57,24.8
108,서울,2018-08-24 02:58,24.8
108,서울,2018-08-24 02:59,24.8
108,서울,2018-08-24 03:00,24.8
108,서울,2018-08-24 03:01,24.8
108,서울,2018-08-24 03:02,24.8
108,서울,2018-08-24 03:03,24.8
108,서울,2018-08-24 03:04,24.8
108,서울,2018-08-24 03:05,24.7
108,서울,2018-08-24 03:06,24.7
108,서울,2018-08-24 03:07,24.7
108,서울,2018-08-24 03:08,24.7
108,서울,2018-08-24 03:09,24.7
108,서울,2018-08-24 03:10,24.7
108,서울,2018-08-24 03:11,24.7
108,서울,2018-08-24 03:12,24.7
108,서울,2018-08-24 03:13,24.7
108,서울,2018-08-24 03:14,24.7
108,서울,2018-08-24 03:15,24.7
108,서울,2018-08-24 03:16,24.7
108,서울,2018-08-24 03:17,24.7
108,서울,2018-08-24 03:18,24.7
108,서울,2018-08-24 03:19,24.7
108,서울,2018-08-24 03:20,24.7
108,서울,2018-08-24 03:21,24.7
108,서울,2018-08-24 03:22,24.7
108,서울,2018-08-24 03:23,24.7
108,서울,2018-08-24 03:24,24.7
108,서울,2018-08-24 03:25,24.7
108,서울,2018-08-24 03:26,24.7
108,서울,2018-08-24 03:27,24.7
108,서울,2018-08-24 03:28,24.7
108,서울,2018-08-24 03:29,24.7
108,서울,2018-08-24 03:30,24.7
108,서울,2018-08-24 03:31,24.7
108,서울,2018-08-24 03:32,24.7
108,서울,2018-08-24 03:33,24.7
108,서울,2018-08-24 03:34,24.7
108,서울,2018-08-24 03:35,24.7
108,서울,2018-08-24 03:36,24.7
108,서울,2018-08-24 03:37,24.7
108,서울,2018-08-24 03:38,24.7
108,서울,2018-08-24 03:39,24.7
108,서울,2018-08-24 03:40,24.7
108,서울,2018-08-24 03:41,24.7
108,서울,2018-08-24 03:42,24.7
108,서울,2018-08-24 03:43,24.7
108,서울,2018-08-24 03:44,24.7
108,서울,2018-08-24 03:45,24.6
108,서울,2018-08-24 03:46,24.6
108,서울,2018-08-24 03:47,24.6
108,서울,2018-08-24 03:48,24.6
108,서울,2018-08-24 03:49,24.6
108,서울,2018-08-24 03:50,24.6
108,서울,2018-08-24 03:51,24.6
108,서울,2018-08-24 03:52,24.6
108,서울,2018-08-24 03:53,24.5
