지점,지점명,일시,기온(°C)
108,서울,2018-08-02 00:01,31.9
108,서울,2018-08-02 00:02,31.9
108,서울,2018-08-02 00:03,31.9
108,서울,2018-08-02 00:04,31.9
108,서울,2018-08-02 00:05,31.9
108,서울,2018-08-02 00:06,31.9
108,서울,2018-08-02 00:07,31.9
108,서울,2018-08-02 00:08,31.9
108,서울,2018-08-02 00:09,31.9
108,서울,2018-08-02 00:10,31.9
108,서울,2018-08-02 00:11,31.8
108,서울,2018-08-02 00:12,31.9
108,서울,2018-08-02 00:13,31.9
108,서울,2018-08-02 00:14,31.9
108,서울,2018-08-02 00:15,31.8
108,서울,2018-08-02 00:16,31.8
108,서울,2018-08-02 00:17,31.8
108,서울,2018-08-02 00:18,31.8
108,서울,2018-08-02 00:19,31.8
108,서울,2018-08-02 00:20,31.8
108,서울,2018-08-02 00:21,31.8
108,서울,2018-08-02 00:22,31.8
108,서울,2018-08-02 00:23,31.8
108,서울,2018-08-02 00:24,31.8
108,서울,2018-08-02 00:25,31.8
108,서울,2018-08-02 00:26,31.8
108,서울,2018-08-02 00:27,31.8
108,서울,2018-08-02 00:28,31.7
108,서울,2018-08-02 00:29,31.7
108,서울,2018-08-02 00:30,31.7
108,서울,2018-08-02 00:31,31.7
108,서울,2018-08-02 00:32,31.7
108,서울,2018-08-02 00:33,31.7
108,서울,2018-08-02 00:34,31.7
108,서울,2018-08-02 00:35,31.7
108,서울,2018-08-02 00:36,31.7
108,서울,2018-08-02 00:37,31.7
108,서울,2018-08-02 00:38,31.7
108,서울,2018-08-02 00:39,31.7
108,서울,2018-08-02 00:40,31.6
108,서울,2018-08-02 00:41,31.6
108,서울,2018-08-02 00:42,31.6
108,서울,2018-08-02 00:43,31.6
108,서울,2018-08-02 00:44,31.6
108,서울,2018-08-02 00:45,31.6
108,서울,2018-08-02 00:46,31.6
108,서울,2018-08-02 00:47,31.6
108,서울,2018-08-02 00:48,31.6
108,서울,2018-08-02 00:49,31.6
108,서울,2018-08-02 00:50,31.6
108,서울,2018-08-02 00:51,31.6
108,서울,2018-08-02 00:52,31.6
108,서울,2018-08-02 00:53,31.6
108,서울,2018-08-02 00:54,31.6
108,서울,2018-08-02 00:55,31.6
108,서울,2018-08-02 00:56,31.6
108,서울,2018-08-02 00:57,31.6
108,서울,2018-08-02 00:58,31.5
108,서울,2018-08-02 00:59,31.5
108,서울,2018-08-02 01:00,31.5
108,서울,2018-08-02 01:01,31.5
108,서울,2018-08-02 01:02,31.5
108,서울,2018-08-02 01:03,31.5
108,서울,2018-08-02 01:04,31.5
108,서울,2018-08-02 01:05,31.5
108,서울,2018-08-02 01:06,31.5
108,서울,2018-08-02 01:07,31.5
108,서울,2018-08-02 01:08,31.5
108,서울,2018-08-02 01:09,31.6
108,서울,2018-08-02 01:10,31.6
108,서울,2018-08-02 01:11,31.6
108,서울,2018-08-02 01:12,31.6
108,서울,2018-08-02 01:13,31.6
108,서울,2018-08-02 01:14,31.6
108,서울,2018-08-02 01:15,31.6
108,서울,2018-08-02 01:16,31.5
108,서울,2018-08-02 01:17,31.6
108,서울,2018-08-02 01:18,31.6
108,서울,2018-08-02 01:19,31.5
108,서울,2018-08-02 01:20,31.5
108,서울,2018-08-02 01:21,31.5
108,서울,2018-08-02 01:22,31.5
108,서울,2018-08-02 01:23,31.5
108,서울,2018-08-02 01:24,31.5
108,서울,2018-08-02 01:25,31.5
108,서울,2018-08-02 01:26,31.5
108,서울,2018-08-02 01:27,31.5
108,서울,2018-08-02 01:28,31.5
108,서울,2018-08-02 01:29,31.5
108,서울,2018-08-02 01:30,31.5
108,서울,2018-08-02 01:31,31.5
108,서울,2018-08-02 01:32,31.5
108,서울,2018-08-02 01:33,31.5
108,서울,2018-08-02 01:34,31.5
108,서울,2018-08-02 01:35,31.5
108,서울,2018-08-02 01:36,31.5
108,서울,2018-08-02 01:37,31.4
108,서울,2018-08-02 01:38,31.4
108,서울,2018-08-02 01:39,31.4
108,서울,2018-08-02 01:40,31.5
108,서울,2018-08-02 01:41,31.4
108,서울,2018-08-02 01:42,31.4
108,서울,2018-08-02 01:43,31.4
108,서울,2018-08-02 01:44,31.4
108,서울,2018-08-02 01:45,31.4
108,서울,2018-08-02 01:46,31.4
108,서울,2018-08-02 01:47,31.4
108,서울,2018-08-02 01:48,31.4
108,서울,2018-08-02 01:49,31.4
108,서울,2018-08-02 01:50,31.4
108,서울,2018-08-02 01:51,31.4
108,서울,2018-08-02 01:52,31.4
108,서울,2018-08-02 01:53,31.4
108,서울,2018-08-02 01:54,31.4
108,서울,2018-08-02 01:55,31.4
108,서울,2018-08-02 01:56,31.4
108,서울,2018-08-02 01:57,31.4
108,서울,2018-08-02 01:58,31.4
108,서울,2018-08-02 01:59,31.4
108,서울,2018-08-02 02:00,31.5
108,서울,2018-08-02 02:01,31.4
108,서울,2018-08-02 02:02,31.4
108,서울,2018-08-02 02:03,31.4
108,서울,2018-08-02 02:04,31.4
108,서울,2018-08-02 02:05,31.4
108,서울,2018-08-02 02:06,31.4
108,서울,2018-08-02 02:07,31.4
108,서울,2018-08-02 02:08,31.4
108,서울,2018-08-02 02:09,31.4
108,서울,2018-08-02 02:10,31.4
108,서울,2018-08-02 02:11,31.3
108,서울,2018-08-02 02:12,31.3
108,서울,2018-08-02 02:13,31.3
108,서울,2018-08-02 02:14,31.3
108,서울,2018-08-02 02:15,31.3
108,서울,2018-08-02 02:16,31.3
108,서울,2018-08-02 02:17,31.3
108,서울,2018-08-02 02:18,31.3
108,서울,2018-08-02 02:19,31.3
108,서울,2018-08-02 02:20,31.3
108,서울,2018-08-02 02:21,31.3
108,서울,2018-08-02 02:22,31.2
108,서울,2018-08-02 02:23,31.2
108,서울,2018-08-02 02:24,31.2
108,서울,2018-08-02 02:25,31.2
108,서울,2018-08-02 02:26,31.2
108,서울,2018-08-02 02:27,31.2
108,서울,2018-08-02 02:28,31.2
108,서울,2018-08-02 02:29,31.2
108,서울,2018-08-02 02:30,31.2
108,서울,2018-08-02 02:31,31.2
108,서울,2018-08-02 02:32,31.2
108,서울,2018-08-02 02:33,31.2
108,서울,2018-08-02 02:34,31.2
108,서울,2018-08-02 02:35,31.1
108,서울,2018-08-02 02:36,31.1
108,서울,2018-08-02 02:37,31.1
108,서울,2018-08-02 02:38,31.1
108,서울,2018-08-02 02:39,31.1
108,서울,2018-08-02 02:40,31.1
108,서울,2018-08-02 02:41,31.1
108,서울,2018-08-02 02:42,31.1
108,서울,2018-08-02 02:43,31.1
108,서울,2018-08-02 02:44,31.1
108,서울,2018-08-02 02:45,31.1
108,서울,2018-08-02 02:46,31.1
108,서울,2018-08-02 02:47,31.1
108,서울,2018-08-02 02:48,31.1
108,서울,2018-08-02 02:49,31.1
108,서울,2018-08-02 02:50,31.1
108,서울,2018-08-02 02:51,31.1
108,서울,2018-08-02 02:52,31.1
108,서울,2018-08-02 02:53,31.1
108,서울,2018-08-02 02:54,31.1
108,서울,2018-08-02 02:55,31.1
108,서울,2018-08-02 02:56,31.1
108,서울,2018-08-02 02:57,31.1
108,서울,2018-08-02 02:58,31.1
108,서울,2018-08-02 02:59,31.1
108,서울,2018-08-02 03:00,31.1
108,서울,2018-08-02 03:01,31.1
108,서울,2018-08-02 03:02,31.1
108,서울,2018-08-02 03:03,31.1
108,서울,2018-08-02 03:04,31
108,서울,2018-08-02 03:05,31
108,서울,2018-08-02 03:06,31.1
108,서울,2018-08-02 03:07,31
108,서울,2018-08-02 03:08,31
108,서울,2018-08-02 03:09,31
108,서울,2018-08-02 03:10,31
108,서울,2018-08-02 03:11,31
108,서울,2018-08-02 03:12,31.1
108,서울,2018-08-02 03:13,31.1
108,서울,2018-08-02 03:14,31.1
108,서울,2018-08-02 03:15,31
108,서울,2018-08-02 03:16,31
108,서울,2018-08-02 03:17,31.1
108,서울,2018-08-02 03:18,31
108,서울,2018-08-02 03:19,31
108,서울,2018-08-02 03:20,31.1
108,서울,2018-08-02 03:21,31
108,서울,2018-08-02 03:22,31.1
108,서울,2018-08-02 03:23,31.1
108,서울,2018-08-02 03:24,31
108,서울,2018-08-02 03:25,31.1
108,서울,2018-08-02 03:26,31.1
108,서울,2018-08-02 03:27,31.1
108,서울,2018-08-02 03:28,31.1
108,서울,2018-08-02 03:29,31.1
108,서울,2018-08-02 03:30,31.1
108,서울,2018-08-02 03:31,31.1
108,서울,2018-08-02 03:32,31.1
108,서울,2018-08-02 03:33,31.1
108,서울,2018-08-02 03:34,31.1
108,서울,2018-08-02 03:35,31.1
108,서울,2018-08-02 03:36,31.1
108,서울,2018-08-02 03:37,31.1
108,서울,2018-08-02 03:38,31.1
108,서울,2018-08-02 03:39,31.1
108,서울,2018-08-02 03:40,31.1
108,서울,2018-08-02 03:41,31.1
108,서울,2018-08-02 03:42,31.1
108,서울,2018-08-02 03:43,31.1
108,서울,2018-08-02 03:44,31.1
108,서울,2018-08-02 03:45,31.1
108,서울,2018-08-02 03:46,31.1
108,서울,2018-08-02 03:47,31.1
108,서울,2018-08-02 03:48,31.1
108,서울,2018-08-02 03:49,31.1
108,서울,2018-08-02 03:50,31.1
108,서울,2018-08-02 03:51,31.1
108,서울,2018-08-02 03:52,31.1
108,서울,2018-08-02 03:53,31.1
108,서울,2018-08-02 03:54,31.1
108,서울,2018-08-02 03:55,31.1
108,서울,2018-08-02 03:56,31.1
108,서울,2018-08-02 03:57,31.1
108,서울,2018-08-02 03:58,31.1
108,서울,2018-08-02 03:59,31.1
108,서울,2018-08-02 04:00,31.1
108,서울,2018-08-02 04:01,31.2
108,서울,2018-08-02 04:02,31.2
108,서울,2018-08-02 04:03,31.2
108,서울,2018-08-02 04:04,31.2
108,서울,2018-08-02 04:05,31.2
108,서울,2018-08-02 04:06,31.2
108,서울,2018-08-02 04:07,31.2
108,서울,2018-08-02 04:08,31.2
108,서울,2018-08-02 04:09,31.2
