지점,지점명,일시,기온(°C)
108,서울,2018-08-27 00:01,20.5
108,서울,2018-08-27 00:02,20.5
108,서울,2018-08-27 00:03,20.6
108,서울,2018-08-27 00:04,20.6
108,서울,2018-08-27 00:05,20.6
108,서울,2018-08-27 00:06,20.6
108,서울,2018-08-27 00:07,20.6
108,서울,2018-08-27 00:08,20.5
108,서울,2018-08-27 00:09,20.6
108,서울,2018-08-27 00:10,20.6
108,서울,2018-08-27 00:11,20.6
108,서울,2018-08-27 00:12,20.6
108,서울,2018-08-27 00:13,20.6
108,서울,2018-08-27 00:14,20.6
108,서울,2018-08-27 00:15,20.6
108,서울,2018-08-27 00:16,20.6
108,서울,2018-08-27 00:17,20.6
108,서울,2018-08-27 00:18,20.6
108,서울,2018-08-27 00:19,20.6
108,서울,2018-08-27 00:20,20.6
108,서울,2018-08-27 00:21,20.6
108,서울,2018-08-27 00:22,20.6
108,서울,2018-08-27 00:23,20.6
108,서울,2018-08-27 00:24,20.6
108,서울,2018-08-27 00:25,20.6
108,서울,2018-08-27 00:26,20.6
108,서울,2018-08-27 00:27,20.6
108,서울,2018-08-27 00:28,20.6
108,서울,2018-08-27 00:29,20.6
108,서울,2018-08-27 00:30,20.6
108,서울,2018-08-27 00:31,20.6
108,서울,2018-08-27 00:32,20.6
108,서울,2018-08-27 00:33,20.6
108,서울,2018-08-27 00:34,20.6
108,서울,2018-08-27 00:35,20.6
108,서울,2018-08-27 00:36,20.6
108,서울,2018-08-27 00:37,20.6
108,서울,2018-08-27 00:38,20.6
108,서울,2018-08-27 00:39,20.6
108,서울,2018-08-27 00:40,20.6
108,서울,2018-08-27 00:41,20.6
108,서울,2018-08-27 00:42,20.6
108,서울,2018-08-27 00:43,20.6
108,서울,2018-08-27 00:44,20.6
108,서울,2018-08-27 00:45,20.6
108,서울,2018-08-27 00:46,20.6
108,서울,2018-08-27 00:47,20.6
108,서울,2018-08-27 00:48,20.6
108,서울,2018-08-27 00:49,20.6
108,서울,2018-08-27 00:50,20.6
108,서울,2018-08-27 00:51,20.6
108,서울,2018-08-27 00:52,20.6
108,서울,2018-08-27 00:53,20.6
108,서울,2018-08-27 00:54,20.6
108,서울,2018-08-27 00:55,20.6
108,서울,2018-08-27 00:56,20.6
108,서울,2018-08-27 00:57,20.5
108,서울,2018-08-27 00:58,20.5
108,서울,2018-08-27 00:59,20.5
108,서울,2018-08-27 01:00,20.5
108,서울,2018-08-27 01:01,20.5
108,서울,2018-08-27 01:02,20.5
108,서울,2018-08-27 01:03,20.5
108,서울,2018-08-27 01:04,20.4
108,서울,2018-08-27 01:05,20.4
108,서울,2018-08-27 01:06,20.4
108,서울,2018-08-27 01:07,20.4
108,서울,2018-08-27 01:08,20.4
108,서울,2018-08-27 01:09,20.4
108,서울,2018-08-27 01:10,20.4
108,서울,2018-08-27 01:11,20.4
108,서울,2018-08-27 01:12,20.4
108,서울,2018-08-27 01:13,20.4
108,서울,2018-08-27 01:14,20.4
108,서울,2018-08-27 01:15,20.4
108,서울,2018-08-27 01:16,20.4
108,서울,2018-08-27 01:17,20.3
108,서울,2018-08-27 01:18,20.3
108,서울,2018-08-27 01:19,20.3
108,서울,2018-08-27 01:20,20.3
108,서울,2018-08-27 01:21,20.3
108,서울,2018-08-27 01:22,20.3
108,서울,2018-08-27 01:23,20.3
108,서울,2018-08-27 01:24,20.3
108,서울,2018-08-27 01:25,20.3
108,서울,2018-08-27 01:26,20.3
108,서울,2018-08-27 01:27,20.3
108,서울,2018-08-27 01:28,20.3
