지점,지점명,일시,기온(°C)
108,서울,2018-08-20 00:01,27
108,서울,2018-08-20 00:02,27
108,서울,2018-08-20 00:03,27
108,서울,2018-08-20 00:04,27
108,서울,2018-08-20 00:05,26.9
108,서울,2018-08-20 00:06,26.9
108,서울,2018-08-20 00:07,26.9
108,서울,2018-08-20 00:08,26.9
108,서울,2018-08-20 00:09,26.9
108,서울,2018-08-20 00:10,26.9
108,서울,2018-08-20 00:11,26.9
108,서울,2018-08-20 00:12,26.9
108,서울,2018-08-20 00:13,26.9
108,서울,2018-08-20 00:14,26.9
108,서울,2018-08-20 00:15,26.9
108,서울,2018-08-20 00:16,26.9
108,서울,2018-08-20 00:17,26.9
108,서울,2018-08-20 00:18,26.9
108,서울,2018-08-20 00:19,26.9
108,서울,2018-08-20 00:20,26.9
108,서울,2018-08-20 00:21,26.8
108,서울,2018-08-20 00:22,26.8
108,서울,2018-08-20 00:23,26.8
108,서울,2018-08-20 00:24,26.8
108,서울,2018-08-20 00:25,26.8
108,서울,2018-08-20 00:26,26.8
108,서울,2018-08-20 00:27,26.8
108,서울,2018-08-20 00:28,26.8
108,서울,2018-08-20 00:29,26.8
108,서울,2018-08-20 00:30,26.8
108,서울,2018-08-20 00:31,26.8
108,서울,2018-08-20 00:32,26.8
108,서울,2018-08-20 00:33,26.8
108,서울,2018-08-20 00:34,26.8
108,서울,2018-08-20 00:35,26.7
108,서울,2018-08-20 00:36,26.7
108,서울,2018-08-20 00:37,26.7
108,서울,2018-08-20 00:38,26.7
108,서울,2018-08-20 00:39,26.7
108,서울,2018-08-20 00:40,26.7
108,서울,2018-08-20 00:41,26.7
108,서울,2018-08-20 00:42,26.7
108,서울,2018-08-20 00:43,26.7
108,서울,2018-08-20 00:44,26.7
108,서울,2018-08-20 00:45,26.7
108,서울,2018-08-20 00:46,26.7
108,서울,2018-08-20 00:47,26.7
108,서울,2018-08-20 00:48,26.7
108,서울,2018-08-20 00:49,26.7
108,서울,2018-08-20 00:50,26.7
108,서울,2018-08-20 00:51,26.6
108,서울,2018-08-20 00:52,26.6
108,서울,2018-08-20 00:53,26.6
108,서울,2018-08-20 00:54,26.6
108,서울,2018-08-20 00:55,26.6
108,서울,2018-08-20 00:56,26.6
108,서울,2018-08-20 00:57,26.6
108,서울,2018-08-20 00:58,26.6
108,서울,2018-08-20 00:59,26.6
108,서울,2018-08-20 01:00,26.6
108,서울,2018-08-20 01:01,26.5
108,서울,2018-08-20 01:02,26.5
108,서울,2018-08-20 01:03,26.5
108,서울,2018-08-20 01:04,26.5
108,서울,2018-08-20 01:05,26.5
108,서울,2018-08-20 01:06,26.5
108,서울,2018-08-20 01:07,26.5
108,서울,2018-08-20 01:08,26.5
108,서울,2018-08-20 01:09,26.5
108,서울,2018-08-20 01:10,26.5
108,서울,2018-08-20 01:11,26.5
108,서울,2018-08-20 01:12,26.5
108,서울,2018-08-20 01:13,26.5
108,서울,2018-08-20 01:14,26.5
108,서울,2018-08-20 01:15,26.5
108,서울,2018-08-20 01:16,26.5
108,서울,2018-08-20 01:17,26.5
108,서울,2018-08-20 01:18,26.5
108,서울,2018-08-20 01:19,26.4
108,서울,2018-08-20 01:20,26.4
108,서울,2018-08-20 01:21,26.4
108,서울,2018-08-20 01:22,26.4
108,서울,2018-08-20 01:23,26.4
108,서울,2018-08-20 01:24,26.4
108,서울,2018-08-20 01:25,26.4
108,서울,2018-08-20 01:26,26.4
108,서울,2018-08-20 01:27,26.4
108,서울,2018-08-20 01:28,26.4
108,서울,2018-08-20 01:29,26.4
108,서울,2018-08-20 01:30,26.4
108,서울,2018-08-20 01:31,26.4
108,서울,2018-08-20 01:32,26.4
108,서울,2018-08-20 01:33,26.4
108,서울,2018-08-20 01:34,26.4
108,서울,2018-08-20 01:35,26.4
108,서울,2018-08-20 01:36,26.4
108,서울,2018-08-20 01:37,26.4
108,서울,2018-08-20 01:38,26.4
108,서울,2018-08-20 01:39,26.4
108,서울,2018-08-20 01:40,26.4
108,서울,2018-08-20 01:41,26.4
108,서울,2018-08-20 01:42,26.4
108,서울,2018-08-20 01:43,26.4
108,서울,2018-08-20 01:44,26.4
108,서울,2018-08-20 01:45,26.4
108,서울,2018-08-20 01:46,26.4
108,서울,2018-08-20 01:47,26.4
108,서울,2018-08-20 01:48,26.4
108,서울,2018-08-20 01:49,26.4
108,서울,2018-08-20 01:50,26.4
108,서울,2018-08-20 01:51,26.4
108,서울,2018-08-20 01:52,26.4
108,서울,2018-08-20 01:53,26.4
108,서울,2018-08-20 01:54,26.4
108,서울,2018-08-20 01:55,26.4
108,서울,2018-08-20 01:56,26.4
108,서울,2018-08-20 01:57,26.4
108,서울,2018-08-20 01:58,26.4
108,서울,2018-08-20 01:59,26.4
108,서울,2018-08-20 02:00,26.3
108,서울,2018-08-20 02:01,26.3
108,서울,2018-08-20 02:02,26.3
108,서울,2018-08-20 02:03,26.3
108,서울,2018-08-20 02:04,26.3
108,서울,2018-08-20 02:05,26.3
108,서울,2018-08-20 02:06,26.3
108,서울,2018-08-20 02:07,26.3
108,서울,2018-08-20 02:08,26.3
108,서울,2018-08-20 02:09,26.3
108,서울,2018-08-20 02:10,26.3
108,서울,2018-08-20 02:11,26.3
108,서울,2018-08-20 02:12,26.2
108,서울,2018-08-20 02:13,26.2
108,서울,2018-08-20 02:14,26.2
108,서울,2018-08-20 02:15,26.2
108,서울,2018-08-20 02:16,26.2
108,서울,2018-08-20 02:17,26.2
108,서울,2018-08-20 02:18,26.2
108,서울,2018-08-20 02:19,26.2
108,서울,2018-08-20 02:20,26.2
108,서울,2018-08-20 02:21,26.2
108,서울,2018-08-20 02:22,26.2
108,서울,2018-08-20 02:23,26.2
108,서울,2018-08-20 02:24,26.2
108,서울,2018-08-20 02:25,26.2
108,서울,2018-08-20 02:26,26.2
108,서울,2018-08-20 02:27,26.2
108,서울,2018-08-20 02:28,26.2
108,서울,2018-08-20 02:29,26.2
108,서울,2018-08-20 02:30,26.2
108,서울,2018-08-20 02:31,26.2
108,서울,2018-08-20 02:32,26.1
108,서울,2018-08-20 02:33,26.1
108,서울,2018-08-20 02:34,26.1
108,서울,2018-08-20 02:35,26.1
108,서울,2018-08-20 02:36,26.1
108,서울,2018-08-20 02:37,26.1
108,서울,2018-08-20 02:38,26.1
108,서울,2018-08-20 02:39,26.1
108,서울,2018-08-20 02:40,26.1
108,서울,2018-08-20 02:41,26.1
108,서울,2018-08-20 02:42,26.1
108,서울,2018-08-20 02:43,26.1
108,서울,2018-08-20 02:44,26.1
108,서울,2018-08-20 02:45,26.1
108,서울,2018-08-20 02:46,26.1
108,서울,2018-08-20 02:47,26.1
108,서울,2018-08-20 02:48,26.1
108,서울,2018-08-20 02:49,26.1
108,서울,2018-08-20 02:50,26.1
108,서울,2018-08-20 02:51,26.1
108,서울,2018-08-20 02:52,26.1
108,서울,2018-08-20 02:53,26.1
108,서울,2018-08-20 02:54,26.1
108,서울,2018-08-20 02:55,26.1
108,서울,2018-08-20 02:56,26.1
108,서울,2018-08-20 02:57,26.1
108,서울,2018-08-20 02:58,26.1
108,서울,2018-08-20 02:59,26.1
108,서울,2018-08-20 03:00,26.1
108,서울,2018-08-20 03:01,26.1
108,서울,2018-08-20 03:02,26.1
108,서울,2018-08-20 03:03,26.1
108,서울,2018-08-20 03:04,26.1
108,서울,2018-08-20 03:05,26.1
108,서울,2018-08-20 03:06,26.1
108,서울,2018-08-20 03:07,26.1
108,서울,2018-08-20 03:08,26.1
108,서울,2018-08-20 03:09,26.1
108,서울,2018-08-20 03:10,26.1
108,서울,2018-08-20 03:11,26.1
108,서울,2018-08-20 03:12,26.1
108,서울,2018-08-20 03:13,26.1
108,서울,2018-08-20 03:14,26.1
108,서울,2018-08-20 03:15,26.1
108,서울,2018-08-20 03:16,26.1
108,서울,2018-08-20 03:17,26.1
108,서울,2018-08-20 03:18,26.1
108,서울,2018-08-20 03:19,26.1
108,서울,2018-08-20 03:20,26.1
108,서울,2018-08-20 03:21,26.1
108,서울,2018-08-20 03:22,26
108,서울,2018-08-20 03:23,26.1
108,서울,2018-08-20 03:24,26.1
108,서울,2018-08-20 03:25,26
108,서울,2018-08-20 03:26,26
108,서울,2018-08-20 03:27,26
108,서울,2018-08-20 03:28,26
108,서울,2018-08-20 03:29,26
108,서울,2018-08-20 03:30,26
108,서울,2018-08-20 03:31,26
108,서울,2018-08-20 03:32,26
108,서울,2018-08-20 03:33,26
108,서울,2018-08-20 03:34,26
108,서울,2018-08-20 03:35,26.1
108,서울,2018-08-20 03:36,26.1
108,서울,2018-08-20 03:37,26.1
108,서울,2018-08-20 03:38,26.1
108,서울,2018-08-20 03:39,26.1
108,서울,2018-08-20 03:40,26.1
108,서울,2018-08-20 03:41,26.1
108,서울,2018-08-20 03:42,26.1
108,서울,2018-08-20 03:43,26.1
108,서울,2018-08-20 03:44,26.1
108,서울,2018-08-20 03:45,26.1
108,서울,2018-08-20 03:46,26.1
108,서울,2018-08-20 03:47,26.1
108,서울,2018-08-20 03:48,26.1
108,서울,2018-08-20 03:49,26.2
108,서울,2018-08-20 03:50,26.2
108,서울,2018-08-20 03:51,26.2
108,서울,2018-08-20 03:52,26.2
